Time,X1,X2,X3,Label
0,9.306111999999999,-1.6401778000000002,-2.3850740000000004,0
1,8.958953,-1.6090531000000001,-2.3108535,0
2,8.044367999999999,-0.9434651,-2.282123,0
3,8.84882,-0.17732057,-2.5981576,0
4,8.173655,-0.11746552,-2.459294,0
5,8.867973,-0.9530419,-1.7769465,0
6,9.564686,-1.7742531000000004,-0.7354688,0
7,10.316464999999999,-3.1533132,0.05940613,0
8,14.166342000000002,-4.0248027,0.53585225,0
9,14.872631,-2.1716905,-0.8503905,0
10,12.430546000000001,-1.927482,0.08574235,0
11,10.15366,-2.497302,0.18869302,0
12,9.792135,-3.1724669999999997,-0.036361936,0
13,9.52159,-3.4669538,-0.77138186,0
14,10.373925999999999,-4.2498574,-0.90066874,0
15,11.348367,-5.8013005,-0.09861118,0
16,12.104934,-5.272182,-0.40028059999999993,0
17,13.883826000000001,-3.969736,-0.6109703000000001,0
18,14.147188,-2.6984150000000002,-1.3124714,0
19,15.394567499999999,-2.4350529,-2.2773347000000004,0
20,15.02586,-2.0543747,-2.9477112,0
21,13.136835000000001,-2.0280384999999996,-2.7346272000000003,0
22,10.395474,-1.6856676,-2.3802855,0
23,8.935011,-1.8748096,-2.1695957000000003,0
24,7.9677534,-1.7191863999999997,-2.0259435000000003,0
25,7.9198694000000005,-0.8213608,-1.5806221,0
26,8.367585,0.25842413,-1.7961001,0
27,7.606229300000001,0.96710783,-1.6907554,0
28,7.9797244,0.22969373,-1.3986627,0
29,8.556727,-3.4382233999999996,-0.3859154,0
30,12.555044,-4.0128317000000004,-0.2805705,0
31,17.18543,-4.2738,-1.0012252000000001,0
32,14.891785,-4.3432317000000005,-0.8336311,0
33,11.180772,-1.9490298,-1.010802,0
34,10.160842,-2.0831049999999998,-1.0155904,0
35,10.460117,-2.5834932,-1.817648,0
36,10.407445,-4.575469,-2.0594623,0
37,10.682777999999999,-6.220285400000001,-1.7027264,0
38,11.480047,-8.308029,-1.235857,0
39,13.541455,-9.452458,-1.2550106,0
40,13.845519,-4.831649,-1.5662569,0
41,17.853413,-0.45504797,-3.8048352999999997,0
42,17.582869,-0.59151745,-5.490353599999999,0
43,12.219856,-1.2930186000000001,-5.332336,0
44,9.942969999999999,-4.3671737,-8.162283,0
45,10.824036999999999,-3.840449,-6.629993400000001,0
46,9.820866,-2.5380034,-5.8351182999999995,0
47,9.186402000000001,-2.0974703,-5.3275476,0
48,7.235128,-1.7814357,-7.360224700000001,0
49,5.8632503,4.460248,-6.100875,0
50,3.10513,2.3006783,1.055394,0
51,6.811354,-0.98895496,2.1926398,0
52,11.130494,-2.8851626,1.0242695,0
53,15.645959,-1.0990882,-2.3802855,0
54,15.475970000000002,-3.529203,-1.1353004999999998,0
55,13.357101,-5.9952307000000005,-0.031573534,0
56,12.001984,-2.7486932,-3.1775546,0
57,10.673202,-7.271340400000001,-3.14643,0
58,11.803265,-6.1628245999999995,-4.2094555,0
59,11.381886,-9.505131,-3.4002154000000004,0
60,11.575814999999999,-9.04305,-3.325995,0
61,11.987618,-7.731027,-2.7346272000000003,0
62,15.169513,-5.9928365,-5.025878400000001,0
63,16.201414,-2.8157308,-5.686678,0
64,13.812000000000001,-2.320131,-4.037073,0
65,10.06268,-2.092682,-2.792088,0
66,8.793754,-1.9777601999999999,-2.8303952000000003,0
67,8.219145,-1.3863925,-2.8112416000000002,0
68,8.209567999999999,-1.3121722,-2.5215433,0
69,10.129717999999999,-0.22041619,-3.1129112,0
70,9.090634,0.7516297,-2.5143607000000006,0
71,8.590246,0.5385456999999999,-1.8008885,0
72,8.341249000000001,-1.2666823999999999,-0.76180506,0
73,10.433782,-3.4837132000000004,-0.36915597,0
74,13.744963,-5.011214,-0.5702689000000001,0
75,13.249363,-5.253028400000001,-0.4074632,0
76,10.802488,-2.8133366,-0.90545714,0
77,10.038738,-1.5970821000000002,-0.42661682,0
78,9.746646,-2.674473,0.12883797,0
79,10.266188,-4.2139444,-0.45774144,0
80,11.59018,-5.320066000000001,-0.64688337,0
81,12.995577,-6.035932,-0.14888942,0
82,11.788899,-4.635324,-0.22071546,0
83,13.76651,-5.7390513,0.63640875,0
84,15.315558,-3.5507507000000005,-2.7537808,0
85,15.301193,-2.0184617,-3.3092356,0
86,13.584551000000001,-1.558775,-2.1456537,0
87,10.323648,-1.7215806,-1.3675381000000002,0
88,9.464129,-1.9346646,-1.6117466999999999,0
89,9.301324000000001,-2.035221,-1.8368016,0
90,9.945364,-0.73277533,-2.1121347000000004,0
91,11.211897,0.24884734,-2.4736592999999996,0
92,9.753828,-0.44307694,-0.31648353,0
93,8.034791,-0.68728554,0.50472766,0
94,6.229563,-1.2786534,1.3019968000000002,0
95,9.332449,-2.0184617,2.5924716,0
96,13.522302,-2.2794297,0.6914754,0
97,15.193454999999998,-0.751929,-1.0395324000000001,0
98,11.922975,-2.1166238999999996,-1.3483844999999999,0
99,10.282947,-2.674473,-2.8950388,0
100,10.601376,-3.5220203000000003,-2.6173115,0
101,11.025149,-4.091840299999999,-2.9381343999999996,0
102,12.535891000000001,-4.920234,-3.8766615,0
103,11.5494795,-7.096563300000001,-3.9125745000000003,0
104,11.2549925,-7.850737,-4.6595654,0
105,12.064233,-7.752575,-3.632453,0
106,13.831154000000002,-6.155641999999999,-4.4943657,0
107,14.537443,-5.406257,-4.463241,0
108,13.79524,-4.8053126,-4.013131,0
109,14.882207999999999,-4.582651599999999,-4.039467299999999,0
110,15.662718,-4.041562,-4.808006,0
111,13.160777,-4.879533,-4.561403299999999,0
112,10.572645,-4.733486,-3.065027,0
113,7.4793363,-3.7710172999999996,-2.1791725,0
114,2.6095302000000005,-1.7263689999999998,-0.64927757,0
115,0.327856,-0.2228104,0.85188687,0
116,2.2767362999999996,-3.4262523999999996,3.595642,0
117,7.402722,-4.922628400000001,5.1063833,0
118,13.1176815,-6.1963434,5.551705,0
119,15.708207999999999,-0.46701896,5.2404585,0
120,19.437775,-4.0319853,5.0393457,0
121,14.367455,-9.94327,3.3107321000000005,0
122,8.147319,-13.132345999999998,1.5485996000000002,0
123,2.3126493,-11.75568,0.93568397,0
124,1.5776293,-11.430069,2.6020484,0
125,2.046893,-11.746103,3.5429697,0
126,3.0309098,-11.48753,4.388123,0
127,9.078663,-12.885743,5.3505917,0
128,10.342802,-9.897779,4.912453,0
129,9.476101,-7.1205053,3.9906851999999997,0
130,8.415469,-5.8396077,2.930054,0
131,7.2638583,-3.8643910000000004,3.1838393,0
132,7.5224323,-5.6145525,3.7081695,0
133,6.526444000000001,-2.212392,4.297143,0
134,7.0531690000000005,-0.7710826,3.9882910000000003,0
135,6.3181486,0.22969373,4.285172,0
136,7.2925887000000005,-0.3640683,1.7880198,0
137,8.551938999999999,-0.8165724,-0.55350953,0
138,15.744121,-2.8995278,-0.962918,0
139,19.03136,-3.8715737,-0.9653122,0
140,18.466328,-3.2155626,-2.8878562000000003,0
141,14.8032,-3.1916206000000003,-4.348319,0
142,11.511172,-4.015226,-3.989189,0
143,10.203938,-3.5435681000000003,-2.6460418999999997,0
144,11.7481985,-5.135712,-2.7944822,0
145,12.492795,-6.675184,-4.5374612999999995,0
146,10.91741,-8.317606,-3.0386908,0
147,10.761787,-6.727856599999999,-1.5734395,0
148,12.832771000000001,-4.745457,-2.4569,0
149,14.329147,-3.3879449999999998,-3.2565632,0
150,14.056208999999999,-2.6601076,-2.7298388,0
151,11.403433,-1.9586066000000002,-1.2214918,0
152,10.474483,-1.3313258,-1.4537294,0
153,10.270976,-1.2906243999999998,-1.7984943,0
154,9.859173,-0.68728554,-1.5949872999999999,0
155,10.132112,0.057311203,-1.7338509999999998,0
156,9.500043,0.31588498,-1.7769465,0
157,9.119365,-1.5132851999999999,-1.1353004999999998,0
158,8.154501,-2.2866123,-1.5231611999999999,0
159,10.66123,-5.269788,-0.10100538,0
160,11.822417999999999,-4.3911157,-0.40028059999999993,0
161,9.614964500000001,-2.9593830000000003,-0.12255319999999999,0
162,7.603835000000001,-2.4111105999999998,0.41374799999999995,0
163,8.580669,-2.6505308,-0.32366616,0
164,9.109788,-4.345626,-0.35239655,0
165,9.689184,-4.6664486,-1.0993875,0
166,12.488007000000001,-5.2027497,-1.2885294,0
167,12.476035000000001,-6.596175,-0.2757821,0
168,12.619686999999999,-6.3112655,-0.22071546,0
169,13.263728,-4.549133,-1.889474,0
170,13.476810999999998,-2.0400095,-2.6364650000000003,0
171,10.515184,-2.1501427000000004,-1.5135843999999998,0
172,7.984513000000001,-3.0838813999999997,-0.24465749,0
173,6.35885,-3.3041480000000005,-0.17761984,0
174,7.390751,-1.8676269,-1.0802339,0
175,8.47293,-0.787842,-1.2262802,0
176,11.432163000000001,-0.73277533,-1.3172598,0
177,11.60694,0.70613986,-1.8272249,0
178,11.149648,-0.2228104,-2.234239,0
179,10.067469000000001,-0.8740333,-2.543091,0
180,11.216685,-4.0678983,-0.41943422,0
181,10.625318,-3.7255275,-0.30930093,0
182,9.744251,-2.4805427000000004,-0.7330746,0
183,8.123377,-2.652925,0.2940379,0
184,8.401104,-3.2059857999999997,-0.64688337,0
185,8.650101,-3.6106057000000003,-1.7889175,0
186,9.41864,-4.0319853,-2.0474913,0
187,10.924593,-5.1859903,-1.9708769,0
188,12.289288,-6.6656070000000005,-1.3412019,0
189,12.509554,-7.6065283,0.018704701,0
190,13.486388,-8.38225,-0.45295304,0
191,13.955651999999999,-0.739958,-3.1847372000000003,0
192,12.054656,-1.6090531000000001,-1.5949872999999999,0
193,9.121758,-2.6505308,-0.5128081,0
194,8.334066,-1.9394529999999999,-1.4561236000000002,0
195,7.390751,-1.4223055,-1.6907554,0
196,7.452999999999999,-0.6441899,-2.1624131,0
197,11.175983,0.339827,-2.8830678,0
198,10.6420765,0.28715456,-3.0793922,0
199,10.910228,0.7779659000000001,-4.377049400000001,0
200,9.842414,-1.8317139,-4.3555017,0
201,11.820024499999999,-6.6823664,-0.5918167,0
202,9.998036,-6.4956190000000005,0.011522096,0
203,8.135347,-2.166902,-0.0052373162,0
204,6.3277254,0.71571666,1.3953707,0
205,7.1848497,-0.7471406,0.94526076,0
206,8.164078,-3.5339913,0.11207857,0
207,10.405051,-5.0088196,-0.7115268,0
208,13.170354000000001,-6.0167785,-0.45534724,0
209,13.290064000000001,-4.889109599999999,-0.6109703000000001,0
210,14.123246,-4.3408375,-0.7282861999999999,0
211,14.219014000000001,-3.6848261,-2.2366333,0
212,13.847913,-2.7199628,-3.1368532000000005,0
213,11.362732000000001,-1.6282068,-2.279729,0
214,7.663689999999999,-1.4725837,-1.3579613000000001,0
215,6.3803980000000005,-1.8628384999999998,-1.5016133999999999,0
216,7.132177400000001,-1.7934067,-1.6644189999999999,0
217,8.120982000000001,-1.4725837,-1.8918682,0
218,9.746646,-1.1254243999999998,-1.652448,0
219,10.996419,0.5600936,-1.865532,0
220,10.996419,0.32067338,-2.3707087000000002,0
221,10.01719,-1.6377836000000001,-1.7553988,0
222,12.619686999999999,-4.345626,-0.6157588,0
223,12.047473,-4.321683999999999,-0.5080197,0
224,8.810513,-2.3273137000000004,0.43529579999999995,0
225,6.969371300000001,-0.6322189,0.52627546,0
226,7.558345299999999,-1.7287631999999997,-0.76180506,0
227,9.772982,-3.3951275,-1.3220483,0
228,10.488847999999999,-4.91784,-0.7043441999999999,0
229,12.040291,-5.7127147,0.36107555,0
230,13.385832,-5.1620483,0.18151042,0
231,14.791228,-4.1445127,-0.13213001,0
232,14.9803705,-2.8013656000000005,-2.3898623,0
233,14.295629000000002,-2.3177369,-2.744204,0
234,12.677149,-2.3656208999999997,-2.0115783,0
235,9.428217,-2.6648959999999997,-1.7865233,0
236,8.14253,-1.9681833999999998,-2.4161985,0
237,7.781006,-1.4725837,-2.294094,0
238,7.984513000000001,-0.8189666,-2.0043957,0
239,8.982895,0.3422212,-2.08101,0
240,9.29893,0.82584995,-2.3084592999999995,0
241,10.079439,-0.27069443,-2.1408652999999997,0
242,9.935787,-1.4007577,-1.5901988999999999,0
243,12.720244000000001,-3.6560957000000003,-0.17761984,0
244,14.305204999999999,-3.6034230000000003,-0.64927757,0
245,11.8679085,-3.1197944,-0.29972413,0
246,8.733898,-3.1820437999999998,0.76090723,0
247,8.391527,-0.5077204000000001,-1.3459903,0
248,9.37315,-3.0766988,-1.5734395,0
249,10.448147,-3.9146695,-2.873491,0
250,12.442516,-5.3918919999999995,-2.957288,0
251,13.062614,-7.872285000000001,-2.4497173,0
252,12.437728,-9.028685000000001,-1.8966566000000002,0
253,13.0697975,-6.3687263,-2.042703,0
254,16.280422,-2.2076037,-3.455282,0
255,15.23655,-1.1134534,-3.0339023999999997,0
256,11.57821,-1.3025954,-1.3124714,0
257,9.351602999999999,-1.9849428,-0.9317934000000001,0
258,9.131335,-1.3720272,-1.5494974,0
259,8.420258,-0.8405144,-1.6189293,0
260,9.38991,0.15068507,-1.5901988999999999,0
261,9.916634,0.1985691,-2.231845,0
262,10.160842,0.6702268,-2.24621,0
263,9.334843,-0.46462476,-1.532738,0
264,10.330831,-2.7750293999999998,0.15278,0
265,13.981988000000001,-2.617012,0.7249941999999999,0
266,13.211056,-3.0599394,1.1080663999999998,0
267,9.854384,-4.103811299999999,1.5581764,0
268,8.554333,-3.4908957000000003,-0.30930093,0
269,9.550321,-3.2538697999999995,-1.0299556,0
270,10.426599000000001,-3.0168437999999997,-1.4896424,0
271,12.133664,-4.359991,-1.7194858,0
272,12.045079,-6.5171665999999995,-1.5662569,0
273,12.224644999999999,-8.839542,-1.1760019,0
274,13.1655655,-6.900239,-1.4441526000000002,0
275,15.981147,-2.7415106,-2.4688708999999998,0
276,14.992341,-1.9586066000000002,-2.828001,0
277,12.198308,-2.0400095,-1.7817349999999998,0
278,9.351602999999999,-2.1836617,-1.0275614,0
279,8.879945,-1.6114473,-1.5351322,0
280,8.544756,-1.2020389,-1.5758337,0
281,9.49286,-0.55799866,-2.018761,0
282,10.342802,0.004638766,-2.432958,0
283,10.788122999999999,1.2113165000000001,-3.0386908,0
284,9.3444195,-0.10310031,-2.3156418999999997,0
285,9.430611,-2.8588264,-0.5175965,0
286,11.520749,-4.101417,0.5813421,0
287,12.753763000000001,-1.7072154,-0.78095865,0
288,10.18239,-2.3728034,0.8662521000000001,0
289,8.887127,-1.9969139,0.14799160000000003,0
290,9.41864,-1.8221371,-2.08101,0
291,10.737845,-3.3951275,-2.2007203,0
292,11.602152,-4.496460400000001,-2.4664767000000003,0
293,12.801647,-6.4668884,-2.3419779999999997,0
294,11.875091000000001,-8.461259,-2.2270564999999998,0
295,10.958112,-7.81243,-1.4130279,0
296,14.726585,-6.26817,-2.9357402,0
297,15.238944,-2.1094413,-3.479224,0
298,13.697079,-1.2499228999999998,-1.7889175,0
299,10.8407955,-1.963395,-0.78574705,0
300,10.10817,-2.1812675,-1.3483844999999999,0
301,9.693973,-1.7574936999999997,-1.6835726000000002,0
302,10.15366,-0.44547117,-1.9780595,0
303,10.94614,-0.20605098,-1.9900305,0
304,10.515184,0.9000701999999999,-1.9660885,0
305,9.219921000000001,0.909647,-1.913416,0
306,7.960571000000001,-1.8149544999999998,-0.36197338,0
307,10.713903,-3.0958523999999996,0.7297826,0
308,13.876643,-2.4446297,-0.64927757,0
309,11.98283,-2.5116673,0.19108722,0
310,9.689184,-2.104653,-0.43140522,0
311,9.842414,-2.9306526,-1.6500539,0
312,10.254216,-3.8117187000000006,-1.5542858,0
313,11.271752000000001,-4.312107,-2.1097405,0
314,13.491176999999999,-5.454141,-2.9237692,0
315,13.017125,-8.102128,-2.1887493,0
316,12.497583,-9.064597000000001,-2.0091841,0
317,13.127258,-5.5666685,-2.7250504,0
318,14.855872,-2.5858874,-3.1560068,0
319,13.290064000000001,-2.011279,-1.7099090000000001,0
320,10.436175,-1.6234183,-1.1640309,0
321,9.399486999999999,-1.7407342000000001,-1.6692075000000002,0
322,9.617358,-1.7335516,-1.6859669999999998,0
323,10.505608,-0.6465841,-2.0666450000000003,0
324,10.881497,-0.27308863,-1.9852421000000002,0
325,10.378715,0.7396587,-1.8511668000000001,0
326,9.370756,-0.0073322426,-1.472883,0
327,8.669253999999999,-0.9338883,-0.89827454,0
328,12.095357,-3.150919,-0.060303956,0
329,13.63004,-3.5531449999999998,-0.42661682,0
330,11.056273,-2.8157308,-0.5702689000000001,0
331,9.107393,-1.7527053,-1.0275614,0
332,9.322872,-2.5978584,-1.1568483,0
333,10.048314999999999,-2.6816556,-1.8463783999999999,0
334,11.372309,-3.7949593,-2.6053405,0
335,12.768127999999999,-6.7613754,-1.9086276000000002,0
336,12.981212,-7.3072534,-2.0091841,0
337,13.0937395,-6.1245174,-1.7721581000000002,0
338,14.123246,-3.49329,-2.6077347,0
339,13.189507500000001,-3.5914521,-2.5574562999999997,0
340,12.155211999999999,-3.4837132000000004,-1.5471032,0
341,10.029161,-2.8253076,-0.5966051,0
342,9.552715,-1.1182418,-1.4058453000000002,0
343,8.647707,-0.88600427,-1.1544541000000001,0
344,8.288577,-0.49814358,-1.0730513000000002,0
345,9.720309,0.062099605999999995,-1.7123032,0
346,9.634117999999999,0.51460373,-2.1312884999999997,0
347,9.9333935,-0.28505963,-2.555062,0
348,10.658836,-1.1182418,-2.69632,0
349,13.922132999999999,-5.451747,0.013916298,0
350,13.780875,-5.2147207,-0.77138186,0
351,9.818472,-2.9306526,-1.0395324000000001,0
352,7.436240700000001,-0.13661914,-0.021996727,0
353,7.5631337,-0.90276366,-0.85996735,0
354,8.235904,-2.4206874,-1.4752771999999998,0
355,9.682002,-4.537162,-1.8751088,0
356,12.413786,-6.189161,-1.652448,0
357,13.505542000000002,-8.4564705,-1.7601871,0
358,12.672360000000001,-7.472453,-1.4944308000000002,0
359,15.181482999999998,-4.0367737,-2.1193174999999997,0
360,15.631594,-1.4725837,-3.5486557,0
361,13.608493,-1.0583868,-2.4784477000000003,0
362,9.485678,-1.5875053,-1.0179846,0
363,7.757064,-1.9657892,-1.0634743999999998,0
364,7.7929770000000005,-1.8125603,-1.6452654999999998,0
365,9.157672,-1.2571056,-2.1935377000000003,0
366,10.754603999999999,-0.27548283,-2.4425347,0
367,10.989236,1.3860931,-3.26614,0
368,10.388291,0.22251113,-2.7705402,0
369,9.485678,-2.4422355,-1.3005004,0
370,10.084228,-3.8883330000000003,0.6962638000000001,0
371,10.565462,-2.3344963,-0.35479078,0
372,9.490466,-2.0831049999999998,0.071377136,0
373,8.535179,-3.0000843999999995,1.4911386999999998,0
374,8.501660000000001,-1.477372,-1.3364135,0
375,10.065074000000001,-3.8691795,-0.86714995,0
376,11.688343,-4.206762,-1.4226047,0
377,13.266122,-5.8515787,-1.2214918,0
378,14.128035,-6.3232365,-0.9701006,0
379,14.95164,-7.0750155,-0.88869774,0
380,13.436110500000002,-5.667225,-1.8870798,0
381,13.352313,-2.7726352000000003,-1.8368016,0
382,12.191125999999999,-2.198027,-1.5566799999999998,0
383,9.770588,-1.9729718,-0.88151515,0
384,8.724321,-1.1445781000000002,-1.2454338,0
385,8.604611,-1.3480851999999999,-1.5255553999999998,0
386,9.734674,-0.68728554,-2.2557869999999998,0
387,12.200703,-0.27069443,-2.53112,0
388,11.664401,1.098789,-2.9620764,0
389,9.825654,-0.28984803,-2.08101,0
390,8.492084,-2.379986,-0.34521395,0
391,10.43857,-2.6002526,-0.12015899999999999,0
392,12.152818,-2.2554877,-0.618153,0
